iter	MultiClass
169	0.6575283538
170	0.6571147666
171	0.6567235115
172	0.6565080691
173	0.6561635978
174	0.6559391217
175	0.6556516609
176	0.6552378518
177	0.6547996761
178	0.6541413949
179	0.6539376745
180	0.6535166572
181	0.6533193635
182	0.6528138661
183	0.652305586
184	0.6518032528
185	0.651426795
186	0.6511411014
187	0.6507830462
188	0.6504554376
189	0.6499335894
190	0.6496718652
191	0.649096219
192	0.6488015427
193	0.6484694987
194	0.648061665
195	0.6475176946
196	0.6471011004
197	0.6468701731
198	0.6465069926
199	0.6461007261
200	0.6456437344
201	0.6454144605
202	0.6451145465
203	0.6446844717
204	0.6442790574
205	0.6440532905
206	0.643898013
207	0.6437385773
208	0.6435581228
209	0.643389544
210	0.6430855598
211	0.6426284827
212	0.6424430349
213	0.6421510031
214	0.641747528
215	0.6415831467
216	0.641393108
217	0.6411958834
218	0.6408716065
219	0.6405629804
220	0.6402923032
221	0.6399392392
222	0.6397197325
223	0.6394184196
224	0.6391428198
225	0.6388291942
226	0.638629316
227	0.6384934594
228	0.6382357648
229	0.6380600136
230	0.6378916494
231	0.6377247985
232	0.6373430218
233	0.637092456
234	0.636902994
235	0.6367247718
236	0.6364505421
237	0.6362721924
238	0.6360967648
239	0.6359073543
240	0.6357427865
241	0.6354826511
242	0.6354023007
243	0.6352305662
244	0.6348426895
245	0.6346650065
246	0.6344111921
247	0.6339763232
248	0.6337206818
249	0.6334087883
250	0.6332621785
251	0.633101577
252	0.6329506102
253	0.6326989671
254	0.632583615
255	0.6324862932
256	0.6323114617
257	0.6322525699
258	0.6320932024
259	0.6317751323
260	0.6315985758
261	0.6313909214
262	0.6311276109
263	0.6308701459
264	0.6307746245
265	0.630586933
266	0.6303727672
267	0.6302011989
268	0.6300611087
269	0.6299069364
270	0.6297733072
271	0.6296657771
272	0.6294739504
273	0.6293128925
274	0.629151549
275	0.6289687445
276	0.6288500525
277	0.6285720725
278	0.6284259527
279	0.6282092998
280	0.6280363773
281	0.6278297465
282	0.6275620742
283	0.6273234275
284	0.6271318203
285	0.6270197496
286	0.6269274742
287	0.626800579
288	0.626677613
289	0.6263382552
290	0.6261648456
291	0.6260027632
292	0.6259180753
293	0.6256452352
294	0.625573032
295	0.6253537061
296	0.6251541044
297	0.6249799011
298	0.6248780096
299	0.6247826388
300	0.6246666575
301	0.6243295101
302	0.6241711268
303	0.6239924751
304	0.6238355696
305	0.6236567981
306	0.6234074263
307	0.6232096196
308	0.6230545435
309	0.6229297546
310	0.6226765086
311	0.62257656
312	0.6223888931
313	0.62218154
314	0.6221123657
315	0.6219854152
316	0.6217139077
317	0.6215871033
318	0.6214591752
319	0.6213060624
320	0.6211840883
321	0.6210490785
322	0.6207048868
323	0.6205641246
324	0.6204035386
325	0.6201473871
326	0.6198521039
327	0.6195461556
328	0.6193424229
329	0.6192435051
330	0.6191083458
331	0.61887544
332	0.6188185956
333	0.6187186435
334	0.6185764398
335	0.6184330653
336	0.6183380171
337	0.6180774045
338	0.6179629014
339	0.6178662804
340	0.6177345125
341	0.617554194
342	0.6173271237
343	0.6170974576
344	0.616836429
345	0.6166791531
346	0.6165303044
347	0.6164163479
348	0.6162758606
349	0.6160439701
350	0.6159047693
351	0.6156582892
352	0.6155633438
353	0.6154588987
354	0.6152457255
355	0.6150790356
356	0.6149232166
357	0.6148373428
358	0.6147301193
359	0.6145301452
360	0.6143748152
361	0.6142915645
362	0.6138830955
363	0.61369658
364	0.6135055235
365	0.6133680963
366	0.6132605909
367	0.6131168952
368	0.6128974342
369	0.612804426
370	0.6127366957
371	0.6126105355
372	0.6123928773
373	0.6121811208
374	0.6120569753
375	0.6119318087
376	0.6118319767
377	0.6116505868
378	0.6115847336
379	0.6114576121
380	0.6113771491
381	0.6112653809
382	0.6111705843
383	0.6109728294
384	0.6108771597
385	0.6107830467
386	0.6106572201
387	0.6105900744
388	0.6104662465
389	0.6102227242
390	0.6100731134
391	0.6099588327
392	0.6098380102
393	0.6097760859
394	0.6096759393
395	0.6095156283
396	0.6093104122
397	0.6091596126
398	0.6087971336
399	0.6085598978
400	0.608395039
401	0.6082686758
402	0.6081830014
403	0.6080861022
404	0.6080135534
405	0.607821689
406	0.6076591464
407	0.6074748532
408	0.6072673214
409	0.6072025502
410	0.6070310251
411	0.6068948782
412	0.6067201107
413	0.6065824535
414	0.6063422717
415	0.6062199372
416	0.6061179642
417	0.6060241901
418	0.6058702206
419	0.6057440184
420	0.6055898655
421	0.6054499967
422	0.6053684781
423	0.6052544089
424	0.6050685493
425	0.6048306891
426	0.6047446031
427	0.6046158319
428	0.604450585
429	0.6043731341
430	0.6043008075
431	0.604141368
432	0.6040269263
433	0.6039302982
434	0.6038207263
435	0.6036978625
436	0.6035159649
437	0.6033067761
438	0.6031433355
439	0.603038412
440	0.6028320158
441	0.602742886
442	0.6025592625
443	0.6024348667
444	0.6022753917
445	0.6022174678
446	0.6021307962
447	0.6018455143
448	0.6017657986
449	0.6016725152
450	0.6015473902
451	0.6014560325
452	0.6013860385
453	0.6013162413
454	0.6012104491
455	0.6007598295
456	0.6006074953
457	0.6004866197
458	0.6004436563
459	0.6002882399
460	0.6001008761
461	0.600034473
462	0.5998267583
463	0.5997255646
464	0.5995512648
465	0.5992792219
466	0.5988932354
467	0.5987979633
468	0.5987059665
469	0.5986044112
470	0.5985145345
471	0.5984136628
472	0.598298313
473	0.5982047753
474	0.5981443811
475	0.5979932093
476	0.597901553
477	0.5977533286
478	0.597656901
479	0.5975099234
480	0.5974393673
481	0.5973471003
482	0.5972820289
483	0.5971865536
484	0.5970572421
485	0.5969046964
486	0.5968173826
487	0.5967477388
488	0.5966229563
489	0.5965504373
490	0.5962502792
491	0.5961968323
492	0.5960763066
493	0.5959574597
494	0.5959008313
495	0.5957118829
496	0.5956062924
497	0.5955203848
498	0.5954193729
499	0.5952455458
500	0.5950034256
501	0.5949351633
502	0.5948506126
503	0.594798268
504	0.5947298111
505	0.5946491666
506	0.5945246486
507	0.5944366439
508	0.5941772104
509	0.5941029611
510	0.5940177097
511	0.5939565244
512	0.593870706
513	0.5937862389
514	0.593723436
515	0.5935250024
516	0.5934290028
517	0.5933666177
518	0.5932668672
519	0.5932019623
520	0.5930588339
521	0.5929154837
522	0.5928239998
523	0.5925786646
524	0.5924864882
525	0.5923517708
526	0.5922982162
527	0.5921895458
528	0.5920856156
529	0.5919844606
530	0.5919211448
531	0.5918355484
532	0.5917491693
533	0.5916991765
534	0.5916189895
535	0.5915049844
536	0.5912983736
537	0.5912059113
538	0.5911403276
539	0.5910920224
540	0.5909337518
541	0.5907868064
542	0.5907098178
543	0.5905847759
544	0.5905238145
545	0.5900702449
546	0.589969668
547	0.5898946496
548	0.5898199992
549	0.5897320669
550	0.5896453823
551	0.5895589713
552	0.5894293902
553	0.5893521387
554	0.5892462469
555	0.5891391458
556	0.5890904674
557	0.5890340567
558	0.5889543107
559	0.5888928473
560	0.5888428979
561	0.5887231371
562	0.5885908346
563	0.5885499274
564	0.5884239574
565	0.5883722385
566	0.5882873879
567	0.5879422953
568	0.587894381
569	0.5877952756
570	0.5877031317
571	0.5876009847
572	0.5874809178
573	0.5874088497
574	0.5873601698
575	0.5872527982
576	0.5871684689
577	0.5870742266
578	0.5870210427
579	0.5869717291
580	0.5868521419
581	0.5867680117
582	0.5866660158
583	0.5865666829
584	0.5865071434
585	0.5864484743
586	0.5862701207
587	0.5862077522
588	0.5861372118
589	0.5859744442
590	0.5859094012
591	0.5858535554
592	0.5858016378
593	0.5857295141
594	0.5856866391
595	0.5855522108
596	0.5854358155
597	0.5853583956
598	0.5852096031
599	0.5850781275
600	0.5850121249
601	0.5848943816
602	0.5847922655
603	0.5847294035
604	0.5846370202
605	0.5845631461
606	0.5844261263
607	0.5843405298
608	0.5842710541
609	0.5840718127
610	0.5840205068
611	0.5839354203
612	0.5838680814
613	0.5837652924
614	0.5836876995
615	0.5835495314
616	0.5834179854
617	0.5832930757
618	0.5832189582
619	0.5831515005
620	0.5830336838
621	0.5829915219
622	0.5828695845
623	0.5827592855
624	0.5826979098
625	0.5826096533
626	0.5825607359
627	0.5824785154
628	0.5823391612
629	0.5821289636
630	0.582010198
631	0.5818262773
632	0.5817658303
633	0.5817005599
634	0.5815465715
635	0.5815002627
636	0.5814143727
637	0.5813943056
638	0.5813081218
639	0.5812411841
640	0.5811901436
641	0.5811084781
642	0.5810038246
643	0.5808678137
644	0.580777588
645	0.5806395614
646	0.5805230985
647	0.5804772494
648	0.5802114476
649	0.5801280517
650	0.5800618936
651	0.5800085464
652	0.5799349325
653	0.5798580902
654	0.5797893836
655	0.5796806011
656	0.5792039353
657	0.5791224563
658	0.5790297677
659	0.5789645391
660	0.5789230342
661	0.5787665398
662	0.5785927308
663	0.5785264574
664	0.5784612687
665	0.5784222076
666	0.5782300386
667	0.5781536479
668	0.578122963
669	0.5780557906
670	0.5779531602
671	0.5778986791
672	0.5778283163
673	0.5777605056
674	0.5777134943
675	0.5776211176
676	0.5774808284
677	0.5774081596
678	0.5773492225
679	0.5772835179
680	0.5772335816
681	0.5771439894
682	0.5771114027
683	0.5770815863
684	0.5769792182
685	0.5769530109
686	0.576798154
687	0.5767552062
688	0.5766860259
689	0.5765691461
690	0.5765035381
691	0.5764354878
692	0.5763487787
693	0.5760883235
694	0.5759768777
695	0.575890074
696	0.5758181016
697	0.5757317883
698	0.5756397922
699	0.5754879009
700	0.5751977274
701	0.5751021956
702	0.5750606409
703	0.5748123011
704	0.5747134012
705	0.5746104846
706	0.5745365267
707	0.5744208746
708	0.5743543069
709	0.5742834291
710	0.5742222308
711	0.574193772
712	0.5740996133
713	0.5739714726
714	0.5738849228
715	0.5738259864
716	0.5737587676
717	0.5737013334
718	0.5736370475
719	0.5735918397
720	0.5735509802
721	0.5734337203
722	0.5733989662
723	0.5733414459
724	0.5732477933
725	0.5732170572
726	0.5731590885
727	0.5730568906
728	0.5729988172
729	0.5729547745
730	0.572881192
731	0.5727946234
732	0.5727239529
733	0.572653853
734	0.5725988817
735	0.5725319968
736	0.572502855
737	0.5724290181
738	0.5723761306
739	0.5723517962
740	0.5722751349
741	0.5719672084
742	0.5719216131
743	0.5718749237
744	0.5717053234
745	0.5716651376
746	0.5716299694
747	0.5715521086
748	0.5714984919
749	0.5713717541
750	0.5713313156
751	0.5712730602
752	0.5712101382
753	0.5710387112
754	0.5710000343
755	0.5708986362
756	0.5708553786
757	0.5707971644
758	0.5706409912
759	0.5705119416
760	0.5704290855
761	0.5703378678
762	0.5703156378
763	0.570286941
764	0.5702253675
765	0.5701670639
766	0.5701210897
767	0.5700174213
768	0.5698682584
769	0.5697565612
770	0.5695660487
771	0.5695195998
772	0.5694261458
773	0.5693235269
774	0.5692779074
775	0.5692188913
776	0.5691652517
777	0.5690610257
778	0.5688356344
779	0.5686941937
780	0.5686366008
781	0.5685791528
782	0.5685369202
783	0.5684634734
784	0.568433112
785	0.5683640757
786	0.5682712126
787	0.568192829
788	0.5681219974
789	0.56808115
790	0.567858349
791	0.5677534095
792	0.5675955413
793	0.5675587287
794	0.5674717126
795	0.5674188551
796	0.5673164767
797	0.5672228183
798	0.5671598816
799	0.567098797
800	0.5670340507
801	0.5668566747
802	0.5668306108
803	0.5668006405
804	0.5667473298
805	0.566679651
806	0.5666334962
807	0.5665788763
808	0.5665308514
809	0.5665043047
810	0.5664628845
811	0.5663621653
812	0.5663228624
813	0.5662925819
814	0.5662241254
815	0.5661772697
816	0.5660036026
817	0.5659392168
818	0.5656835325
819	0.5655311659
820	0.5654838534
821	0.5654183496
822	0.5653622019
823	0.565300708
824	0.5652151554
825	0.5651394794
826	0.565119829
827	0.565063556
828	0.5649995906
829	0.5649460607
830	0.564901936
831	0.564772907
832	0.5647129181
833	0.5645956142
834	0.5645632628
835	0.5644912612
836	0.5644488724
837	0.5643937671
838	0.5643532426
839	0.5641028683
840	0.5640708042
841	0.5639868284
842	0.563823745
843	0.5637934861
844	0.5637393742
845	0.563670312
846	0.5635052052
847	0.5634456447
848	0.5634190884
849	0.5633928069
850	0.563356045
851	0.5633057057
852	0.5632410713
853	0.5631695783
854	0.5631249497
855	0.5630618525
856	0.5629902649
857	0.5628190893
858	0.5627558173
859	0.5627006073
860	0.5626730484
861	0.5626369606
862	0.5625771823
863	0.5625402199
864	0.5624919989
865	0.5624150321
866	0.5623314579
867	0.5622655527
868	0.5622327306
869	0.5621303202
870	0.5621123386
871	0.5620760653
872	0.5620457469
873	0.5619748157
874	0.5618961124
875	0.5618441093
876	0.5617799196
877	0.5617127919
878	0.5616628429
879	0.5616203268
880	0.5615614942
881	0.5615217327
882	0.5613140469
883	0.5612837012
884	0.5612480543
885	0.5612070899
886	0.5611453981
887	0.5610894116
888	0.5610381847
889	0.5609634833
890	0.5608950771
891	0.5608419884
892	0.5607699082
893	0.5607383876
894	0.5606644264
895	0.5606101804
896	0.5605516407
897	0.560441011
898	0.5603933485
899	0.5602462047
900	0.560176967
901	0.5601263815
902	0.5599865736
903	0.5599290902
904	0.5598361654
905	0.5598092386
906	0.5594622282
907	0.5594056653
908	0.5593071481
909	0.5592625412
910	0.559183755
911	0.5591466119
912	0.5591078346
913	0.5590784959
914	0.5590344227
915	0.5589808413
916	0.5588809743
917	0.5588308023
918	0.55876439
919	0.5586046371
920	0.5585615034
921	0.5584178997
922	0.5583632354
923	0.5583075265
924	0.5582356062
925	0.558204775
926	0.5581652524
927	0.5580562892
928	0.5580145727
929	0.5578807885
930	0.5578500511
931	0.5578112688
932	0.5577860945
933	0.5577443317
934	0.5575531126
935	0.557522275
936	0.5574879201
937	0.5574432324
938	0.5573945938
939	0.5573767509
940	0.5572264377
941	0.5571818266
942	0.5571417308
943	0.5570952065
944	0.5570373905
945	0.5569900541
946	0.5569509457
947	0.5567125204
948	0.55664813
949	0.5566121633
950	0.5565529248
951	0.5564081974
952	0.5563794508
953	0.5563409959
954	0.5562964253
955	0.5562515857
956	0.5561838961
957	0.556139979
958	0.5560973328
959	0.5560126004
960	0.5559639513
961	0.5559248748
962	0.5558188288
963	0.5557502241
964	0.5556652203
965	0.5556446521
966	0.5555513286
967	0.555524974
968	0.5554801116
969	0.5554115699
970	0.5553575807
971	0.5553265774
972	0.5552316444
973	0.5551318225
974	0.5550928465
975	0.5548786045
976	0.5548332088
977	0.5547682704
978	0.5547400373
979	0.5546847197
980	0.5546531873
981	0.5546026479
982	0.5543669414
983	0.5543093558
984	0.5541831966
985	0.5541101695
986	0.5540377073
987	0.5539176178
988	0.5538370077
989	0.5537700333
990	0.5537281686
991	0.55366783
992	0.5536224756
993	0.5535863077
994	0.5535586419
995	0.5535093321
996	0.5534500195
997	0.5533950155
998	0.5533195674
999	0.5532857787
